mag,dist,mag_dist,severity,severity_dist
1.76,239,0,Micro,None
1.1,188,0,Micro,None
1.57,215,0,Micro,None
1.02,156,0,Micro,None
1.9,156,0,Micro,None
1.3,54,0.22,Micro,None
0.7,212,0,Micro,None
1.92,5,1.82,Minor 1,Micro
0.86,181,0,Micro,None
2.58,133,0,Minor 1,None
4.2,5,4.1,Light,Light
1.98,37,1.24,Minor 1,Micro
1.3,24,0.82,Micro,None
2.07,7,1.93,Minor 1,Minor 1
2.5,56,1.38,Minor 1,Micro
0.63,148,0,Micro,None
1.3,231,0,Micro,None
1.41,87,0,Micro,None
1.5,126,0,Micro,None
1.1,95,0,Micro,None
2.07,75,0.57,Minor 1,None
1.43,100,0,Micro,None
3.47,23,3.01,Minor 2,Minor 2
4.1,53,3.04,Light,Minor 2
1.6,215,0,Micro,None
2.24,227,0,Minor 1,None
4.5,237,0,Light,None
1.1,134,0,Micro,None
2.48,168,0,Minor 1,None
1.77,18,1.41,Micro,Micro
1.8,241,0,Micro,None
1.35,76,0,Micro,None
1.7,52,0.66,Micro,None
1.89,211,0,Micro,None
1.2,28,0.64,Micro,None
1.8,30,1.2,Micro,Micro
1.48,70,0.08,Micro,None
2.36,220,0,Minor 1,None
1.5,88,0,Micro,None
4.1,213,0,Light,None
0.9,3,0.84,Micro,None
1.6,214,0,Micro,None
1,95,0,Micro,None
1.9,137,0,Micro,None
1.4,158,0,Micro,None
4.5,179,0.92,Light,Micro
1.95,78,0.39,Minor 1,None
1.49,77,0,Micro,None
1.47,225,0,Micro,None
2.05,174,0,Minor 1,None
1.8,95,0,Micro,None
4.6,51,3.58,Light,Minor 2
1.4,86,0,Micro,None
0.99,5,0.89,Micro,None
2.4,183,0,Minor 1,None
2.57,24,2.09,Minor 1,Minor 1
0.92,178,0,Micro,None
2.32,3,2.26,Minor 1,Minor 1
0.65,194,0,Micro,None
1.36,150,0,Micro,None
0.74,243,0,Micro,None
0.61,117,0,Micro,None
0.65,61,0,Micro,None
1,146,0,Micro,None
1.5,107,0,Micro,None
2,155,0,Minor 1,None
0.52,125,0,Micro,None
4.7,125,2.2,Light,Minor 1
2.3,200,0,Minor 1,None
2.28,107,0.14,Minor 1,None
2.12,4,2.04,Minor 1,Minor 1
1.9,176,0,Micro,None
1.24,92,0,Micro,None
0.6,206,0,Micro,None
1.7,189,0,Micro,None
0.62,162,0,Micro,None
1.61,87,0,Micro,None
1.71,38,0.95,Micro,Micro
2.39,198,0,Minor 1,None
2,101,0,Minor 1,None
2.24,74,0.76,Minor 1,None
0.67,89,0,Micro,None
2.3,228,0,Minor 1,None
0.93,69,0,Micro,None
1.88,227,0,Micro,None
1.6,173,0,Micro,None
2.33,218,0,Minor 1,None
2,117,0,Minor 1,None
1.95,33,1.29,Minor 1,Micro
1.23,176,0,Micro,None
4.9,153,1.84,Light,Micro
1.35,164,0,Micro,None
2.1,44,1.22,Minor 1,Micro
0.61,128,0,Micro,None
1.3,31,0.68,Micro,None
0.71,78,0,Micro,None
2,243,0,Minor 1,None
1.49,89,0,Micro,None
6,126,3.48,Strong,Minor 2
1.53,88,0,Micro,None
1.46,59,0.28,Micro,None
1.73,179,0,Micro,None
1.16,53,0.1,Micro,None
2.16,176,0,Minor 1,None
1.8,219,0,Micro,None
1.77,151,0,Micro,None
1.2,120,0,Micro,None
1.8,227,0,Micro,None
1.5,115,0,Micro,None
2,113,0,Minor 1,None
2.5,13,2.24,Minor 1,Minor 1
4.5,230,0,Light,None
4.2,108,2.04,Light,Minor 1
1.81,214,0,Micro,None
1.9,86,0.18,Micro,None
1.16,75,0,Micro,None
2.5,246,0,Minor 1,None
1.01,198,0,Micro,None
0.55,152,0,Micro,None
0.85,96,0,Micro,None
1.16,39,0.38,Micro,None
4.6,4,4.52,Light,Light
3.26,34,2.58,Minor 2,Minor 1
4.4,47,3.46,Light,Minor 2
1,5,0.9,Micro,None
1.77,60,0.57,Micro,None
0.53,59,0,Micro,None
2.4,18,2.04,Minor 1,Minor 1
1.6,194,0,Micro,None
4.5,79,2.92,Light,Minor 2
2.6,44,1.72,Minor 1,Micro
0.8,5,0.7,Micro,None
0.83,57,0,Micro,None
1.81,80,0.21,Micro,None
1.5,217,0,Micro,None
4.6,147,1.66,Light,Micro
1.4,209,0,Micro,None
1.8,169,0,Micro,None
4.3,6,4.18,Light,Light
5.3,35,4.6,Moderate,Light
1.4,46,0.48,Micro,None
3.7,78,2.14,Minor 2,Minor 1
4.5,29,3.92,Light,Light
0.83,7,0.69,Micro,None
2.6,92,0.76,Minor 1,None
1.6,27,1.06,Micro,Micro
4.5,235,0,Light,None
4.9,26,4.38,Light,Light
2.59,236,0,Minor 1,None
2.13000011,144,0,Minor 1,None
4.6,229,0.02,Light,None
1.8,193,0,Micro,None
2.7,199,0,Minor 1,None
5.4,164,2.12,Moderate,Minor 1
1.4,110,0,Micro,None
2.24,38,1.48,Minor 1,Micro
1.6,220,0,Micro,None
1.2,61,0,Micro,None
1.2,169,0,Micro,None
3.3,153,0.24,Minor 2,None
2.57,136,0,Minor 1,None
1.52,6,1.4,Micro,Micro
4.4,53,3.34,Light,Minor 2
2.3,244,0,Minor 1,None
2.2,173,0,Minor 1,None
2,148,0,Minor 1,None
0.9,58,0,Micro,None
2.9,117,0.56,Minor 1,None
1.9,145,0,Micro,None
4,50,3,Light,Minor 2
1.5,41,0.68,Micro,None
3.8,218,0,Minor 2,None
1.63,241,0,Micro,None
2.18,68,0.82,Minor 1,None
0.9,107,0,Micro,None
1.5,162,0,Micro,None
1.53,166,0,Micro,None
1.55,16,1.23,Micro,Micro
4.1,96,2.18,Light,Minor 1
3.2,106,1.08,Minor 2,Micro
3.4,232,0,Minor 2,None
1.6,245,0,Micro,None
1.41,219,0,Micro,None
1.21,48,0.25,Micro,None
1.39,211,0,Micro,None
4.4,39,3.62,Light,Minor 2
3.9,9,3.72,Minor 2,Minor 2
1.75,206,0,Micro,None
1.15,168,0,Micro,None
1.85,54,0.77,Micro,None
0.53,176,0,Micro,None
4.5,210,0.3,Light,None
1.6,209,0,Micro,None
1.6,104,0,Micro,None
0.99,101,0,Micro,None
4.7,198,0.74,Light,None
0.94,6,0.82,Micro,None
1.3,147,0,Micro,None
2.05,64,0.77,Minor 1,None
1.56,237,0,Micro,None
1,215,0,Micro,None
4.3,97,2.36,Light,Minor 1
1.87,168,0,Micro,None
0.88,59,0,Micro,None
1,158,0,Micro,None
1.99,124,0,Minor 1,None
0.61,113,0,Micro,None
1.1,145,0,Micro,None
1.09,34,0.41,Micro,None
1.66,57,0.52,Micro,None
0.98,236,0,Micro,None
1.03,179,0,Micro,None
1.1,167,0,Micro,None
2.69,132,0.05,Minor 1,None
1.3,177,0,Micro,None
1.33,176,0,Micro,None
4.4,84,2.72,Light,Minor 1
2.3,118,0,Minor 1,None
2.4,1,2.38,Minor 1,Minor 1
1.85,143,0,Micro,None
3.3,79,1.72,Minor 2,Micro
1.1,148,0,Micro,None
0.85,2,0.81,Micro,None
2,64,0.72,Minor 1,None
1.62,197,0,Micro,None
3.73,108,1.57,Minor 2,Micro
2.5,61,1.28,Minor 1,Micro
1.7,243,0,Micro,None
0.87,225,0,Micro,None
4.6,22,4.16,Light,Light
1.7,115,0,Micro,None
2.3,83,0.64,Minor 1,None
2.8,143,0,Minor 1,None
1.3,32,0.66,Micro,None
4.3,212,0.06,Light,None
1.5,153,0,Micro,None
1.08,224,0,Micro,None
2.3,41,1.48,Minor 1,Micro
1.3,129,0,Micro,None
1.7,101,0,Micro,None
1.3,222,0,Micro,None
1,130,0,Micro,None
0.99,237,0,Micro,None
1.8,101,0,Micro,None
1.9,91,0.08,Micro,None
1.1,166,0,Micro,None
1.27,194,0,Micro,None
1.63,222,0,Micro,None
0.71,225,0,Micro,None
1.5,161,0,Micro,None
2.5,146,0,Minor 1,None
1.18,2,1.14,Micro,Micro
2.17,246,0,Minor 1,None
3.2,193,0,Minor 2,None
1.08,139,0,Micro,None
4.2,220,0,Light,None
1.57,229,0,Micro,None
0.84,163,0,Micro,None
0.9,104,0,Micro,None
1.55,148,0,Micro,None
1.3,60,0.1,Micro,None
1.31,83,0,Micro,None
0.86,85,0,Micro,None
1.1,235,0,Micro,None
3.32,50,2.32,Minor 2,Minor 1
1.81,83,0.15,Micro,None
0.54,71,0,Micro,None
1.76,63,0.5,Micro,None
2.1,232,0,Minor 1,None
1.3,148,0,Micro,None
1,173,0,Micro,None
0.85,207,0,Micro,None
4.7,174,1.22,Light,Micro
0.85,3,0.79,Micro,None
1.81,167,0,Micro,None
0.8,226,0,Micro,None
1.92,239,0,Minor 1,None
1.52,107,0,Micro,None
2.31,173,0,Minor 1,None
1.7,164,0,Micro,None
0.8,16,0.48,Micro,None
0.85,191,0,Micro,None
1.6,179,0,Micro,None
2.9,152,0,Minor 1,None
1.1,92,0,Micro,None
4.7,4,4.62,Light,Light
0.84,41,0.02,Micro,None
1.07,211,0,Micro,None
1.4,44,0.52,Micro,None
4.8,183,1.14,Light,Micro
1.31,51,0.29,Micro,None
1.7,91,0,Micro,None
0.86,160,0,Micro,None
1.65,167,0,Micro,None
1.18,161,0,Micro,None
1.92,150,0,Minor 1,None
2.05,225,0,Minor 1,None
1.1,12,0.86,Micro,None
1.79,29,1.21,Micro,Micro
0.8,209,0,Micro,None
1.1,178,0,Micro,None
0.78,121,0,Micro,None
0.88,124,0,Micro,None
0.93,31,0.31,Micro,None
0.91,199,0,Micro,None
3,10,2.8,Minor 2,Minor 1
0.95,209,0,Micro,None
2.3,53,1.24,Minor 1,Micro
4.4,118,2.04,Light,Minor 1
2.6,28,2.04,Minor 1,Minor 1
4.4,176,0.88,Light,None
1.7,9,1.52,Micro,Micro
1,109,0,Micro,None
1.13,35,0.43,Micro,None
0.96,146,0,Micro,None
4.4,46,3.48,Light,Minor 2
3,169,0,Minor 2,None
1.4,178,0,Micro,None
2,250,0,Minor 1,None
1.02,2,0.98,Micro,Micro
0.98,200,0,Micro,None
4.8,93,2.94,Light,Minor 2
1.7,206,0,Micro,None
0.6,201,0,Micro,None
2.9,220,0,Minor 1,None
0.86,220,0,Micro,None
4.3,81,2.68,Light,Minor 1
0.65,23,0.19,Micro,None
2.09,222,0,Minor 1,None
1.47,163,0,Micro,None
0.56,42,0,Micro,None
1.9,156,0,Micro,None
2.26,219,0,Minor 1,None
1.73,184,0,Micro,None
2.2,119,0,Minor 1,None
4.6,159,1.42,Light,Micro
1.8,213,0,Micro,None
0.75,148,0,Micro,None
1.56,164,0,Micro,None
1.9,127,0,Micro,None
2.03,209,0,Minor 1,None
0.66,21,0.24,Micro,None
1.69,214,0,Micro,None
0.9,250,0,Micro,None
4.4,87,2.66,Light,Minor 1
0.93,134,0,Micro,None
4,149,1.02,Light,Micro
2.19,27,1.65,Minor 1,Micro
1.2,131,0,Micro,None
0.7,196,0,Micro,None
4.5,248,0,Light,None
4.6,29,4.02,Light,Light
1.52,121,0,Micro,None
1.35,16,1.03,Micro,Micro
2.42,172,0,Minor 1,None
1.2,19,0.82,Micro,None
2.37,175,0,Minor 1,None
1.8,241,0,Micro,None
2.4,152,0,Minor 1,None
4.6,3,4.54,Light,Light
1.4,32,0.76,Micro,None
0.84,184,0,Micro,None
2.16,155,0,Minor 1,None
1.9,83,0.24,Micro,None
2.1,65,0.8,Minor 1,None
0.84,130,0,Micro,None
1,231,0,Micro,None
3.5,5,3.4,Minor 2,Minor 2
0.88,48,0,Micro,None
1.91,203,0,Minor 1,None
2.2,97,0.26,Minor 1,None
3.3,86,1.58,Minor 2,Micro
1.3,167,0,Micro,None
1.34,17,1,Micro,Micro
1.05,112,0,Micro,None
4.6,129,2.02,Light,Minor 1
1.45,51,0.43,Micro,None
1.3,120,0,Micro,None
1.8,149,0,Micro,None
4.4,98,2.44,Light,Minor 1
4.15,172,0.71,Light,None
8.84,187,5.1,Great,Moderate
2.1,60,0.9,Minor 1,None
2.04,235,0,Minor 1,None
4.09,247,0,Light,None
4.66,49,3.68,Light,Minor 2
5.39,61,4.17,Moderate,Light
8.28,22,7.84,Great,Major
2.93,78,1.37,Minor 2,Micro
3.17,69,1.79,Minor 2,Micro
2.74,20,2.34,Minor 1,Minor 1
7.52,145,4.62,Major,Light
7.67,222,3.23,Major,Minor 2
4.28,159,1.1,Light,Micro
2.59,58,1.43,Minor 1,Micro
5.02,165,1.72,Moderate,Micro
5.8,176,2.28,Moderate,Minor 1
2.99,38,2.23,Minor 2,Minor 1
8.86,222,4.42,Great,Light
8.69,59,7.51,Great,Major
4.44,188,0.68,Light,None
4.54,250,0,Light,None
5.18,95,3.28,Moderate,Minor 2
6.8,112,4.56,Strong,Light
8.1,21,7.68,Great,Major
5.97,191,2.15,Strong,Minor 1
5.17,139,2.39,Moderate,Minor 1
6.67,195,2.77,Strong,Minor 1
8.86,235,4.16,Great,Light
7.15,181,3.53,Major,Minor 2
8.03,93,6.17,Great,Strong
8.51,222,4.07,Great,Light
4.3,185,0.6,Light,None
4.93,142,2.09,Moderate,Minor 1
2.41,121,0,Minor 1,None
3.51,97,1.57,Minor 2,Micro
5.67,191,1.85,Moderate,Micro
7.87,216,3.55,Major,Minor 2
3.25,154,0.17,Minor 2,None
7.02,66,5.7,Major,Moderate
2.85,24,2.37,Minor 1,Minor 1
2.9,106,0.78,Minor 1,None
5.36,219,0.98,Moderate,Micro
4.12,81,2.5,Light,Minor 1
7.85,86,6.13,Major,Strong
2.35,7,2.21,Minor 1,Minor 1
6.36,141,3.54,Strong,Minor 2
4.51,221,0.09,Light,None
3.32,73,1.86,Minor 2,Micro
3.2,187,0,Minor 2,None
8.83,62,7.59,Great,Major
8.13,92,6.29,Great,Strong
2.8,227,0,Minor 1,None
7.59,93,5.73,Major,Moderate
7.49,83,5.83,Major,Moderate
6.2,9,6.02,Strong,Strong
4.42,155,1.32,Light,Micro
7.05,146,4.13,Major,Light
2.57,207,0,Minor 1,None
8.17,243,3.31,Great,Minor 2
2.57,25,2.07,Minor 1,Minor 1
4.25,193,0.39,Light,None
3.4,104,1.32,Minor 2,Micro
2.56,28,2,Minor 1,Minor 1
7.21,150,4.21,Major,Light
2.01,141,0,Minor 1,None
3.4,90,1.6,Minor 2,Micro
3.93,34,3.25,Light,Minor 2
8.06,172,4.62,Great,Light
6.56,192,2.72,Strong,Minor 1
3.98,165,0.68,Light,None
5.4,58,4.24,Moderate,Light
6.53,224,2.05,Strong,Minor 1
4.84,145,1.94,Light,Minor 1
5.17,222,0.73,Moderate,None
4.25,141,1.43,Light,Micro
8.2,125,5.7,Great,Moderate
6.31,119,3.93,Strong,Light
3.83,202,0,Minor 2,None
5.12,196,1.2,Moderate,Micro
4.91,183,1.25,Moderate,Micro
8.85,34,8.17,Great,Great
3.51,74,2.03,Minor 2,Minor 1
7.12,141,4.3,Major,Light
8.24,98,6.28,Great,Strong
4.42,231,0,Light,None
3.21,50,2.21,Minor 2,Minor 1
7.34,155,4.24,Major,Light
6.72,3,6.66,Strong,Strong
2.62,199,0,Minor 1,None
6.58,44,5.7,Strong,Moderate
6.82,32,6.18,Strong,Strong
7.48,135,4.78,Major,Light
4.83,216,0.51,Light,None
2.49,217,0,Minor 1,None
3.92,176,0.4,Light,None
5.14,24,4.66,Moderate,Light
8.05,6,7.93,Great,Great
3.02,153,0,Minor 2,None
6.14,23,5.68,Strong,Moderate
6.02,185,2.32,Strong,Minor 1
8.8,220,4.4,Great,Light
6.47,124,3.99,Strong,Light
3.67,32,3.03,Minor 2,Minor 2
4.12,99,2.14,Light,Minor 1
5.32,22,4.88,Moderate,Light
2.97,175,0,Minor 2,None
7.3,200,3.3,Major,Minor 2
6.6,120,4.2,Strong,Light
4.59,233,0,Light,None
4.84,112,2.6,Light,Minor 1
3.85,101,1.83,Minor 2,Micro
7.3,140,4.5,Major,Light
6.95,31,6.33,Major,Strong
4.93,89,3.15,Moderate,Minor 2
3.98,243,0,Light,None
6.89,96,4.97,Strong,Moderate
2.94,163,0,Minor 2,None
5.76,44,4.88,Moderate,Light
6.67,229,2.09,Strong,Minor 1
5.84,216,1.52,Moderate,Micro
7.79,47,6.85,Major,Strong
3.66,235,0,Minor 2,None
8.04,31,7.42,Great,Major
3.26,238,0,Minor 2,None
3.55,136,0.83,Minor 2,None
8.95,249,3.97,Great,Light
5.15,236,0.43,Moderate,None
7.78,42,6.94,Major,Major
2.11,95,0.21,Minor 1,None
4.97,93,3.11,Moderate,Minor 2
5.53,121,3.11,Moderate,Minor 2
2.7,28,2.14,Minor 1,Minor 1
2.3,93,0.44,Minor 1,None
5.35,198,1.39,Moderate,Micro
3.23,202,0,Minor 2,None
6.72,71,5.3,Strong,Moderate
3.47,109,1.29,Minor 2,Micro
4.44,27,3.9,Light,Minor 2
2.72,198,0,Minor 1,None
3.9,95,2,Minor 2,Minor 1
5.69,25,5.19,Moderate,Moderate
3.44,140,0.64,Minor 2,None
4.55,216,0.23,Light,None
5.14,217,0.8,Moderate,None
3.87,175,0.37,Minor 2,None
4.47,11,4.25,Light,Light
8.26,94,6.38,Great,Strong
2.86,245,0,Minor 1,None
7.68,232,3.04,Major,Minor 2
5.71,205,1.61,Moderate,Micro
2.89,37,2.15,Minor 1,Minor 1
8.84,58,7.68,Great,Major
2.06,227,0,Minor 1,None
3.43,209,0,Minor 2,None
3.41,189,0,Minor 2,None
7.16,73,5.7,Major,Moderate
6.61,111,4.39,Strong,Light
3.07,2,3.03,Minor 2,Minor 2
7.42,30,6.82,Major,Strong
7.33,190,3.53,Major,Minor 2
4.57,101,2.55,Light,Minor 1
6.92,27,6.38,Major,Strong
3.12,236,0,Minor 2,None
5.02,215,0.72,Moderate,None
3.17,170,0,Minor 2,None
5.21,174,1.73,Moderate,Micro
5.98,245,1.08,Strong,Micro
6.43,231,1.81,Strong,Micro
8.83,97,6.89,Great,Strong
6.96,67,5.62,Major,Moderate
6.89,18,6.53,Strong,Strong
6.11,229,1.53,Strong,Micro
4.14,225,0,Light,None
4.51,58,3.35,Light,Minor 2
6.3,84,4.62,Strong,Light
8.54,170,5.14,Great,Moderate
3.22,239,0,Minor 2,None
5.12,109,2.94,Moderate,Minor 2
6.7,47,5.76,Strong,Moderate
2.25,187,0,Minor 1,None
4.78,38,4.02,Light,Light
3.11,168,0,Minor 2,None
5.81,236,1.09,Moderate,Micro
8.78,92,6.94,Great,Major
3.46,65,2.16,Minor 2,Minor 1
7.2,153,4.14,Major,Light
6.27,17,5.93,Strong,Strong
4.7,146,1.78,Light,Micro
3.43,243,0,Minor 2,None
4.07,175,0.57,Light,None
3.43,148,0.47,Minor 2,None
8.35,109,6.17,Great,Strong
7.37,182,3.73,Major,Minor 2
8.91,133,6.25,Great,Strong
3.2,86,1.48,Minor 2,Micro
8.51,225,4.01,Great,Light
7.19,215,2.89,Major,Minor 1
7.93,71,6.51,Great,Strong
7.52,133,4.86,Major,Light
3.54,88,1.78,Minor 2,Micro
7.4,108,5.24,Major,Moderate
3.9,70,2.5,Minor 2,Minor 1
2.52,78,0.96,Minor 1,Micro
3.51,112,1.27,Minor 2,Micro
5.4,54,4.32,Moderate,Light
4.44,197,0.5,Light,None
8.6,143,5.74,Great,Moderate
8.15,244,3.27,Great,Minor 2
8.89,109,6.71,Great,Strong
7.25,210,3.05,Major,Minor 2
6.26,226,1.74,Strong,Micro
4.73,117,2.39,Light,Minor 1
5.68,81,4.06,Moderate,Light
6.16,21,5.74,Strong,Moderate
8.25,222,3.81,Great,Minor 2
2.69,173,0,Minor 1,None
2,212,0,Minor 1,None
6.54,21,6.12,Strong,Strong
7.64,9,7.46,Major,Major
7.92,215,3.62,Great,Minor 2
7.77,46,6.85,Major,Strong
8.85,164,5.57,Great,Moderate
3.71,189,0,Minor 2,None
5.46,120,3.06,Moderate,Minor 2
8.96,241,4.14,Great,Light
8.31,187,4.57,Great,Light
8.89,135,6.19,Great,Strong
2.45,2,2.41,Minor 1,Minor 1
3.85,92,2.01,Minor 2,Minor 1
3.55,220,0,Minor 2,None
7.48,38,6.72,Major,Strong
3.51,48,2.55,Minor 2,Minor 1
6.32,36,5.6,Strong,Moderate
4.48,247,0,Light,None
4.97,9,4.79,Moderate,Light
4.44,122,2,Light,Minor 1
8.68,146,5.76,Great,Moderate
7.25,107,5.11,Major,Moderate
5.61,52,4.57,Moderate,Light
2.29,124,0,Minor 1,None
4.85,239,0.07,Light,None
5.18,38,4.42,Moderate,Light
4.85,74,3.37,Light,Minor 2
6.56,212,2.32,Strong,Minor 1
7.87,59,6.69,Major,Strong
3.79,18,3.43,Minor 2,Minor 2
7.97,180,4.37,Great,Light
4.83,182,1.19,Light,Micro
5.12,67,3.78,Moderate,Minor 2
4.93,38,4.17,Moderate,Light
6.43,209,2.25,Strong,Minor 1
5.74,222,1.3,Moderate,Micro
8.92,203,4.86,Great,Light
5.58,242,0.74,Moderate,None
6.24,192,2.4,Strong,Minor 1
5.32,89,3.54,Moderate,Minor 2
6.84,205,2.74,Strong,Minor 1
3.43,111,1.21,Minor 2,Micro
2.85,4,2.77,Minor 1,Minor 1
7.19,67,5.85,Major,Moderate
2.37,69,0.99,Minor 1,Micro
4.46,12,4.22,Light,Light
8.11,213,3.85,Great,Minor 2
5.89,179,2.31,Moderate,Minor 1
6.08,45,5.18,Strong,Moderate
3.96,25,3.46,Light,Minor 2
4.89,141,2.07,Light,Minor 1
8.04,191,4.22,Great,Light
5.54,156,2.42,Moderate,Minor 1
7.14,165,3.84,Major,Minor 2
3.69,228,0,Minor 2,None
4.4,175,0.9,Light,None
8.24,72,6.8,Great,Strong
7.2,134,4.52,Major,Light
4.96,27,4.42,Moderate,Light
5.81,110,3.61,Moderate,Minor 2
6.27,88,4.51,Strong,Light
6.95,95,5.05,Major,Moderate
2.73,226,0,Minor 1,None
3.01,75,1.51,Minor 2,Micro
6.97,84,5.29,Major,Moderate
2.55,49,1.57,Minor 1,Micro
8.43,19,8.05,Great,Great
7.55,243,2.69,Major,Minor 1
5.64,123,3.18,Moderate,Minor 2
7.92,128,5.36,Great,Moderate
6.06,46,5.14,Strong,Moderate
6.08,73,4.62,Strong,Light
2.25,121,0,Minor 1,None
6.84,125,4.34,Strong,Light
6.19,173,2.73,Strong,Minor 1
2.62,228,0,Minor 1,None
8.93,56,7.81,Great,Major
5.09,182,1.45,Moderate,Micro
2.64,137,0,Minor 1,None
4.05,180,0.45,Light,None
5.57,62,4.33,Moderate,Light
2.54,29,1.96,Minor 1,Minor 1
2.79,136,0.07,Minor 1,None
2.66,134,0,Minor 1,None
4.08,87,2.34,Light,Minor 1
5.39,118,3.03,Moderate,Minor 2
5.23,126,2.71,Moderate,Minor 1
4.73,170,1.33,Light,Micro
7.9,86,6.18,Major,Strong
6.63,121,4.21,Strong,Light
7.98,180,4.38,Great,Light
2.06,49,1.08,Minor 1,Micro
8.84,24,8.36,Great,Great
8.25,13,7.99,Great,Great
2.64,107,0.5,Minor 1,None
6.92,171,3.5,Major,Minor 2
7.75,167,4.41,Major,Light
5.31,188,1.55,Moderate,Micro
6.54,118,4.18,Strong,Light
2.43,159,0,Minor 1,None
6.73,21,6.31,Strong,Strong
6.11,65,4.81,Strong,Light
4.18,131,1.56,Light,Micro
3.24,88,1.48,Minor 2,Micro
7.92,71,6.5,Great,Strong
6.52,22,6.08,Strong,Strong
5.4,192,1.56,Moderate,Micro
6.4,198,2.44,Strong,Minor 1
6.34,172,2.9,Strong,Minor 1
4.94,159,1.76,Moderate,Micro
8.45,103,6.39,Great,Strong
7.46,48,6.5,Major,Strong
6.87,81,5.25,Strong,Moderate
8.83,33,8.17,Great,Great
8.39,18,8.03,Great,Great
8.27,50,7.27,Great,Major
3.55,8,3.39,Minor 2,Minor 2
5.24,178,1.68,Moderate,Micro
7.66,158,4.5,Major,Light
8.33,111,6.11,Great,Strong
5.05,147,2.11,Moderate,Minor 1
3.97,244,0,Light,None
2.54,225,0,Minor 1,None
7.53,128,4.97,Major,Moderate
7.82,108,5.66,Major,Moderate
8.79,194,4.91,Great,Moderate
3.29,4,3.21,Minor 2,Minor 2
8.78,167,5.44,Great,Moderate
5.67,247,0.73,Moderate,None
4.89,115,2.59,Light,Minor 1
3.12,68,1.76,Minor 2,Micro
5.38,115,3.08,Moderate,Minor 2
6.39,5,6.29,Strong,Strong
5.89,62,4.65,Moderate,Light
3.13,83,1.47,Minor 2,Micro
6.97,207,2.83,Major,Minor 1
4.31,34,3.63,Light,Minor 2
4.01,30,3.41,Light,Minor 2
4.33,162,1.09,Light,Micro
5.43,29,4.85,Moderate,Light
5.1,107,2.96,Moderate,Minor 2
8.82,75,7.32,Great,Major
4.48,212,0.24,Light,None
3.89,39,3.11,Minor 2,Minor 2
5.33,154,2.25,Moderate,Minor 1
5.13,81,3.51,Moderate,Minor 2
6.98,214,2.7,Major,Minor 1
5.76,143,2.9,Moderate,Minor 1
2.39,174,0,Minor 1,None
8.95,143,6.09,Great,Strong
5.63,179,2.05,Moderate,Minor 1
5.03,233,0.37,Moderate,None
3.94,93,2.08,Light,Minor 1
5.27,200,1.27,Moderate,Micro
4.13,229,0,Light,None
3.42,237,0,Minor 2,None
3.34,91,1.52,Minor 2,Micro
5.44,3,5.38,Moderate,Moderate
6.1,45,5.2,Strong,Moderate
6.04,170,2.64,Strong,Minor 1
4.5,133,1.84,Light,Micro
5.45,159,2.27,Moderate,Minor 1
3.72,31,3.1,Minor 2,Minor 2
6.36,223,1.9,Strong,Micro
5.07,137,2.33,Moderate,Minor 1
8.9,168,5.54,Great,Moderate
2.7,145,0,Minor 1,None
4.28,107,2.14,Light,Minor 1
6.7,115,4.4,Strong,Light
7.57,241,2.75,Major,Minor 1
5.53,197,1.59,Moderate,Micro
5.59,241,0.77,Moderate,None
6.59,181,2.97,Strong,Minor 2
4.06,147,1.12,Light,Micro
7.79,170,4.39,Major,Light
6.27,249,1.29,Strong,Micro
4.14,48,3.18,Light,Minor 2
8.39,159,5.21,Great,Moderate
6.33,55,5.23,Strong,Moderate
6.57,153,3.51,Strong,Minor 2
8.6,32,7.96,Great,Great
5.12,206,1,Moderate,Micro
5.51,60,4.31,Moderate,Light
2.16,202,0,Minor 1,None
7.25,122,4.81,Major,Light
4.02,162,0.78,Light,None
2.53,11,2.31,Minor 1,Minor 1
7.32,146,4.4,Major,Light
2.06,146,0,Minor 1,None
4.33,90,2.53,Light,Minor 1
5.2,105,3.1,Moderate,Minor 2
2.36,143,0,Minor 1,None
6.95,82,5.31,Major,Moderate
7.42,189,3.64,Major,Minor 2
6.71,129,4.13,Strong,Light
6.83,179,3.25,Strong,Minor 2
4.67,18,4.31,Light,Light
3.17,68,1.81,Minor 2,Micro
4.86,65,3.56,Light,Minor 2
6.18,241,1.36,Strong,Micro
8.56,106,6.44,Great,Strong
6.86,131,4.24,Strong,Light
6.18,202,2.14,Strong,Minor 1
8.4,137,5.66,Great,Moderate
8.44,19,8.06,Great,Great
3.22,108,1.06,Minor 2,Micro
6.56,104,4.48,Strong,Light
4.53,79,2.95,Light,Minor 2
5.84,221,1.42,Moderate,Micro
3.54,53,2.48,Minor 2,Minor 1
2.93,80,1.33,Minor 2,Micro
5.24,174,1.76,Moderate,Micro
8.6,232,3.96,Great,Light
7.61,144,4.73,Major,Light
4.89,32,4.25,Light,Light
6.56,41,5.74,Strong,Moderate
7.95,165,4.65,Great,Light
8.16,177,4.62,Great,Light
4.12,225,0,Light,None
2.15,202,0,Minor 1,None
8.17,207,4.03,Great,Light
5.78,184,2.1,Moderate,Minor 1
7.81,249,2.83,Major,Minor 1
5.69,203,1.63,Moderate,Micro
7.26,5,7.16,Major,Major
7.35,45,6.45,Major,Strong
8.19,61,6.97,Great,Major
3.38,128,0.82,Minor 2,None
6.83,6,6.71,Strong,Strong
2.8,96,0.88,Minor 1,None
8.64,97,6.7,Great,Strong
